order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english
bd4bd0194d6d29f83b8557d4b89b572a,636e15840ab051faa13d3f781b6e4233,delivered,2018-07-28 16:52:55,2018-07-31 03:50:24,2018-08-01 16:01:00,2018-08-06 18:44:46,2018-08-08,1,7f457254a89d62960399e075711b3deb,ea8482cd71df3c1969d7b9473ff13abc,2018-08-02 03:50:24,24.99,12.84,automotivo,60.0,558.0,6.0,300.0,17.0,4.0,12.0,auto
6d25592267349b322799e2beb687871e,5bb39c890c91b1d26801aa19a9336eac,delivered,2018-08-26 22:04:34,2018-08-28 04:10:18,2018-08-28 12:56:00,2018-08-29 12:40:53,2018-08-30,1,c3ba4e8d3cb30049213b682e751e9d00,6560211a19b47992c3666cc44a7e94c0,2018-08-30 04:10:18,93.0,7.91,relogios_presentes,58.0,737.0,3.0,350.0,16.0,2.0,20.0,watches_gifts
6d25592267349b322799e2beb687871e,5bb39c890c91b1d26801aa19a9336eac,delivered,2018-08-26 22:04:34,2018-08-28 04:10:18,2018-08-28 12:56:00,2018-08-29 12:40:53,2018-08-30,2,c3ba4e8d3cb30049213b682e751e9d00,6560211a19b47992c3666cc44a7e94c0,2018-08-30 04:10:18,93.0,7.91,relogios_presentes,58.0,737.0,3.0,350.0,16.0,2.0,20.0,watches_gifts
77e9941864fc840be8e4b1ba5347c0f7,3135962ee745ef39b85576df7ddbaa99,delivered,2018-08-03 08:59:39,2018-08-03 09:31:36,2018-08-03 10:10:00,2018-08-17 00:49:41,2018-08-27,1,a01d1cbb398e386a4a8f8364401a7584,d566c37fa119d5e66c4e9052e83ee4ea,2018-08-07 09:10:14,65.9,37.37,esporte_lazer,58.0,757.0,2.0,500.0,50.0,5.0,30.0,sports_leisure
e3447938231fb6ba2fee0231b51eca59,2c3642e1392097fb4af76a76fec16a46,delivered,2018-08-26 11:04:26,2018-08-26 11:15:29,2018-08-27 15:52:00,2018-08-28 21:06:31,2018-08-30,1,97f1396a5a1f7c07ba51784efdec44b8,955fee9216a65b617aa5c0531780ce60,2018-08-28 11:15:29,160.0,12.14,utilidades_domesticas,60.0,1632.0,8.0,1400.0,43.0,18.0,18.0,housewares
a5474c0071dd5d1074e12d417078bbd0,ef15b3240b2083e0487762ee2978d2b8,delivered,2018-07-30 22:41:44,2018-08-01 02:50:15,2018-08-02 10:35:00,2018-08-03 19:28:47,2018-08-02,1,1f75be631e988bb0ad750e60e18d043b,fd386aa7bed2af3c7035c65506c9b4a3,2018-08-03 02:50:15,13.99,7.39,beleza_saude,29.0,378.0,2.0,200.0,25.0,10.0,15.0,health_beauty
0760a852e4e9d89eb77bf631eaaf1c84,d2a79636084590b7465af8ab374a8cf5,invoiced,2018-08-03 17:44:42,2018-08-07 06:15:14,2018-02-27 04:31:10,2018-02-27 04:31:10,2018-08-21,1,1522589c64efd46731d3522568e5bc83,28405831a29823802aa22c084cfd0649,2018-08-13 06:15:14,35.0,15.35,artigos_de_natal,35.0,415.0,4.0,550.0,37.0,10.0,37.0,christmas_supplies
80d817467dc3d0a4bb5ab8986c962b1f,a4a2abd07b1cdd4902cf245cdfa1451d,delivered,2018-08-22 16:10:29,2018-08-22 16:25:19,2018-08-23 14:33:00,2018-08-28 14:52:43,2018-09-05,1,425db55cb3b0f5b18a2d9964da31c3c0,2a84855fd20af891be03bc5924d2b453,2018-08-24 16:25:19,49.9,16.54,papelaria,58.0,850.0,2.0,450.0,25.0,15.0,25.0,stationery
80d817467dc3d0a4bb5ab8986c962b1f,a4a2abd07b1cdd4902cf245cdfa1451d,delivered,2018-08-22 16:10:29,2018-08-22 16:25:19,2018-08-23 14:33:00,2018-08-28 14:52:43,2018-09-05,2,425db55cb3b0f5b18a2d9964da31c3c0,2a84855fd20af891be03bc5924d2b453,2018-08-24 16:25:19,49.9,16.54,papelaria,58.0,850.0,2.0,450.0,25.0,15.0,25.0,stationery
0c6b011f8a4f87010c23995f5807d152,a78b75a2ad06180de06b82857ca442b3,delivered,2018-08-20 18:24:30,2018-08-20 18:35:26,2018-08-21 11:53:00,2018-08-28 13:43:41,2018-09-13,1,1600dcf1cea8c0c83702e07b577ab231,6560211a19b47992c3666cc44a7e94c0,2018-08-22 18:35:26,43.0,23.02,relogios_presentes,57.0,181.0,4.0,250.0,16.0,2.0,20.0,watches_gifts
65312c6e4ce03c0fb633a4ac541949d8,228da462edabbbc68e6d265087499705,delivered,2018-07-22 15:19:05,2018-07-23 12:32:22,2018-07-25 10:06:00,2018-08-02 21:08:57,2018-08-13,1,1ebd1450a2b8d51ffda696956426024a,822166ed1e47908f7cfb49946d03c726,2018-08-01 10:20:47,54.99,13.6,cama_mesa_banho,45.0,102.0,1.0,300.0,26.0,3.0,21.0,bed_bath_table
89165e6d4c28047da0adf13ac8b3e1b3,4924a47e8cd5630b3564e26fac55c5ec,delivered,2018-07-18 13:39:54,2018-07-18 13:50:14,2018-07-24 14:14:00,2018-07-26 18:26:37,2018-07-30,1,5f42d57952b7815098979a5c4fa6f82a,c70c1b0d8ca86052f45a432a38b73958,2018-07-24 13:50:14,110.32,8.03,beleza_saude,60.0,919.0,1.0,150.0,22.0,3.0,15.0,health_beauty
5c2d1d55c31db1cbe069dc9b6454b897,15bea20cd005ed59d34db54c6b32ec98,delivered,2018-07-23 18:27:07,2018-07-24 10:32:48,2018-07-25 14:10:00,2018-08-01 19:31:47,2018-08-10,1,cdd914e78124a73cc28a165cfc4a0bbc,ba143b05f0110f0dc71ad71b4466ce92,2018-07-27 09:17:32,93.99,23.46,livros_tecnicos,34.0,1580.0,1.0,1800.0,29.0,3.0,21.0,books_technical
c8627adf430caff83161acbeb344d8f5,078d86e7bf40b188f0e5ed6d866c21c4,delivered,2018-08-09 16:23:03,2018-08-09 17:30:25,2018-08-10 12:32:00,2018-08-14 19:12:05,2018-08-21,1,8c66104d520634a3b6e20c1f326767de,c864036feaab8c1659f65ea4faebe1da,2018-08-14 17:30:25,229.9,55.69,esporte_lazer,33.0,1132.0,8.0,9350.0,105.0,15.0,28.0,sports_leisure
b0928556a10706af462ca2ab2c91903b,0b9e85491c194a97516c87f30a93abfa,delivered,2018-08-03 22:23:06,2018-08-03 22:35:17,2018-08-06 13:40:00,2018-08-14 18:16:42,2018-08-23,1,59a5c66f3c04b01ccdb9362174f6ecdf,a56a8043ebf66e42119618fb8cf232c6,2018-08-08 22:35:17,83.0,23.73,informatica_acessorios,58.0,1538.0,5.0,650.0,17.0,11.0,11.0,computers_accessories
b6b3633f97c686d8e188ac6fa29ff20d,8d3d362741da05c706eb55001bdfa1b9,delivered,2018-07-27 12:45:51,2018-07-27 13:04:20,2018-08-02 13:33:00,2018-08-06 17:20:53,2018-08-17,1,de89f330c497e12d2510c2cd2a48a29f,240b9776d844d37535668549a396af32,2018-08-06 13:04:20,679.0,19.85,telefonia,30.0,900.0,1.0,605.0,16.0,14.0,16.0,telephony
58d4c4747ee059eeeb865b349b41f53a,1755fad7863475346bc6c3773fe055d3,delivered,2018-07-21 12:49:32,2018-07-26 23:31:53,2018-07-24 12:57:00,2018-07-25 23:58:19,2018-07-31,1,1613b819ab5dae53aead2dbb4ebdb378,16090f2ca825584b5a147ab24aa30c86,2018-07-26 03:45:26,27.9,7.46,automotivo,60.0,982.0,2.0,50.0,17.0,10.0,15.0,auto
287c56aa824d8d1ea40246ad12013f62,5232c22d7ed2b631db6b2cab74b2c5f2,delivered,2018-08-01 10:48:19,2018-08-02 10:45:12,2018-08-03 10:30:00,2018-08-07 13:59:38,2018-08-10,1,4ff38de0673d41a0da1499e300720ef6,5b07547f10dd980738a1a27f685af669,2018-08-08 10:45:12,69.9,13.15,beleza_saude,57.0,525.0,2.0,125.0,20.0,16.0,19.0,health_beauty
412fccb2b44a99b36714bca3fef8ad7b,c6865c523687cb3f235aa599afef1710,delivered,2018-07-22 22:30:05,2018-07-23 12:31:53,2018-07-23 12:24:00,2018-07-24 19:26:42,2018-07-31,1,d04bbac48960ecb7ea311b00ca6e1cb7,7681ef142fd2c19048da7430856b5588,2018-07-25 11:03:54,102.0,38.88,industria_comercio_e_negocios,52.0,784.0,4.0,11325.0,18.0,105.0,30.0,industry_commerce_and_business
615ae1b88a25a4ac47fbf55c9c847b6e,25daddfce277eafad87c4d28d71d8229,delivered,2018-08-10 13:42:06,2018-08-10 13:55:18,2018-08-13 10:37:00,2018-08-20 23:38:44,2018-08-30,1,fa304c5424fd292aed9c35eb36d9f495,609e1a9a6c2539919b8205cf7c4e6ff0,2018-08-14 13:55:18,64.99,19.65,cama_mesa_banho,59.0,679.0,1.0,1250.0,19.0,17.0,23.0,bed_bath_table
c82a457d646f77c8f151e12a3e517ed2,c178d6d544925594fafab0ba493cd645,delivered,2018-08-08 21:11:25,2018-08-08 21:25:20,2018-08-10 17:10:00,2018-08-15 15:02:09,2018-08-15,1,81a3f1e46ec16acb4800a5002b014438,d9bd94811c3338dceb4181f3dbc0c73e,2018-08-12 21:25:20,136.78,8.22,perfumaria,55.0,696.0,1.0,550.0,16.0,10.0,11.0,perfumery
f419e615bbdeb34741d4bdd661ff8599,271f76c70ce217ee656713b99097eaef,delivered,2018-08-08 10:49:59,2018-08-08 11:05:15,2018-08-10 13:40:00,2018-08-16 19:18:51,2018-08-17,1,18f6ea7e8cff29f8053baac6762449f9,f80edd2c5aaa505cc4b0a3b219abf4b8,2018-08-10 11:05:15,56.9,18.2,moveis_cozinha_area_de_servico_jantar_e_jardim,44.0,1313.0,4.0,1850.0,45.0,15.0,35.0,kitchen_dining_laundry_garden_furniture
6f954a919130aa1e8def4ed1b9fca432,d929280e89af72c9509d90a5912adaa4,delivered,2018-07-28 18:21:00,2018-07-31 03:50:25,2018-07-31 11:13:00,2018-08-01 23:57:28,2018-08-02,1,84bfcd3c1a4f15e9bd5867a775e232d9,116ccb1a1604bc88e4d234a8c23f33de,2018-08-02 03:50:25,13.3,8.88,automotivo,42.0,715.0,2.0,700.0,17.0,21.0,11.0,auto
c4d2f075fc3bf3a06d1e68e113c35cbd,aa6edca5d83d4c8e9a2262b9847febd6,delivered,2018-08-01 14:58:41,2018-08-01 15:31:17,2018-08-02 16:46:00,2018-08-15 00:18:53,2018-08-27,1,57e089e3103f5cda6a4ce23b77399bdb,aafe36600ce604f205b86b5084d3d767,2018-08-06 15:10:14,54.9,24.73,bebes,18.0,1194.0,4.0,650.0,20.0,8.0,14.0,baby
5691d72069359cd293ac9a14f1bd5e9b,a8f76d9cb0f8db57cbbfe8d67b257893,delivered,2018-07-23 10:21:28,2018-07-25 02:55:14,2018-07-25 13:19:00,2018-08-02 00:42:53,2018-08-14,1,8c0fd3e89ebf51f2fcff46abbc4eca05,715bbd5ba4e6b74cb0d2f29eb45058b0,2018-07-30 02:55:14,34.9,37.15,relogios_presentes,40.0,525.0,3.0,500.0,38.0,12.0,38.0,watches_gifts
0b584b729bdfec204ec2aa5d21d6ca56,da2fbad9b2235c67c9bc7c7a274ee389,delivered,2018-08-03 13:32:54,2018-08-04 05:05:18,2018-08-06 13:43:00,2018-08-14 00:28:41,2018-08-23,1,4a0d42e046d1d4d039b4b7807ca46e83,3bb32fedaa74e4ad20f4ce067733bd31,2018-08-08 05:05:18,55.9,22.32,esporte_lazer,39.0,567.0,1.0,185.0,23.0,17.0,23.0,sports_leisure
d74d2985a4c187334dc59722076a2e5f,5f49d01f1579c231565f6629a6cb3c0f,delivered,2018-08-09 20:36:13,2018-08-09 20:50:14,2018-08-15 06:23:00,2018-08-25 00:46:26,2018-09-05,1,ba6060edcfb9011f13da2fcdc78a01b8,a3082f442524a1be452e3189e003b361,2018-08-15 20:50:14,95.9,32.81,automotivo,59.0,298.0,1.0,1700.0,30.0,14.0,30.0,auto
d74d2985a4c187334dc59722076a2e5f,5f49d01f1579c231565f6629a6cb3c0f,delivered,2018-08-09 20:36:13,2018-08-09 20:50:14,2018-08-15 06:23:00,2018-08-25 00:46:26,2018-09-05,2,ba6060edcfb9011f13da2fcdc78a01b8,a3082f442524a1be452e3189e003b361,2018-08-15 20:50:14,95.9,32.81,automotivo,59.0,298.0,1.0,1700.0,30.0,14.0,30.0,auto
7d2286ec219f58023352077d938dee48,5d6e19aed6284c2fcb4b1a0eba6820de,delivered,2018-08-21 16:45:44,2018-08-21 17:08:38,2018-08-22 15:18:00,2018-08-23 21:03:46,2018-08-27,1,bcd58b852a3b0152b6b384c4e4474ba2,8b321bb669392f5163d04c59e235e066,2018-08-23 17:08:38,132.0,11.94,cool_stuff,59.0,797.0,2.0,1400.0,25.0,20.0,20.0,cool_stuff
74c951ce0835b2741d3014321ae9c480,e26eb46e8146dedecc6524e5d9771047,delivered,2018-08-20 17:38:55,2018-08-20 17:50:28,2018-08-21 13:09:00,2018-08-22 19:29:04,2018-08-24,1,b4bcc9155de9c60e343ecbff22b86dc8,f8db351d8c4c4c22c6835c19a46f01b0,2018-08-23 17:50:28,129.9,9.66,cool_stuff,51.0,1141.0,4.0,393.0,17.0,7.0,14.0,cool_stuff
b75b4f6e7c5fe3fa05707992a88d9d38,83da8aec5d2e8b2847e6ca45bea5588f,delivered,2018-08-02 14:41:02,2018-08-03 14:35:14,2018-08-06 08:31:00,2018-08-10 22:12:19,2018-08-16,1,de170bfa7e0f492c75a0f270fc44f629,11742f81550ac064cc9a40f67151d9ad,2018-08-09 14:31:41,412.0,24.7,climatizacao,60.0,1502.0,2.0,9100.0,59.0,17.0,37.0,air_conditioning
2babe10ce6bcb68b1e3bd35e24424466,debcdbb31583da1dbb6560b95ee39b18,delivered,2018-08-09 22:52:27,2018-08-09 23:05:11,2018-08-13 19:05:00,2018-08-15 00:27:44,2018-08-20,1,c985e917daf44dfe2779833209017098,95ec4458365c4d11f452ccf538377619,2018-08-15 23:05:11,18.9,7.39,utilidades_domesticas,55.0,882.0,1.0,200.0,19.0,5.0,25.0,housewares
858505c5992f35429d07aae37bad60a8,0fa5382628eea6bbb19fde8b076dfdfb,delivered,2018-08-16 10:39:48,2018-08-16 10:50:16,2018-08-22 13:47:00,2018-08-27 22:53:39,2018-09-21,1,18b0e642cbae7251e60a64aa07dd9eb9,85d9eb9ddc5d00ca9336a2219c97bb13,2018-08-29 10:50:16,22.32,22.09,informatica_acessorios,24.0,718.0,2.0,200.0,41.0,2.0,29.0,computers_accessories
4d4ef6cd8147028ffd8c18dc0f6e3050,9afa8a81202f94d96ffed6977f09ea63,delivered,2018-08-24 19:01:02,2018-08-24 19:15:11,2018-08-25 09:02:00,2018-08-31 01:13:33,2018-09-12,1,027cdd14a677a5834bc67a9789db5021,81f89e42267213cb94da7ddc301651da,2018-08-29 19:15:11,69.0,18.58,perfumaria,42.0,544.0,1.0,341.0,20.0,18.0,16.0,perfumery
0438fc3e115633e11a93c878a1591016,369ec69ef76c47e51980b88a5740dc1b,delivered,2018-08-11 20:58:44,2018-08-13 10:10:18,2018-08-15 13:54:00,2018-08-20 22:57:43,2018-08-28,1,afeeea6271148ee1bb15173b8187c431,53243585a1d6dc2643021fd1853d8905,2018-08-17 10:10:18,249.0,15.22,telefonia,52.0,1885.0,1.0,450.0,17.0,3.0,11.0,telephony
65f78a0e1f8b80c4f6d8d5c6073b8601,1910935b7377a45bca463c844d7a071e,delivered,2018-07-31 16:16:19,2018-07-31 17:30:58,2018-08-02 12:35:00,2018-08-06 17:36:34,2018-08-14,1,242e1933d9cb1c789d3c6a3f2d083ba0,e48b04bf1aa1ef711caebeb7aede6180,2018-08-06 17:04:21,185.9,35.38,brinquedos,51.0,606.0,1.0,8975.0,60.0,48.0,17.0,toys
0c228d925a49aa5e3b35febb948f4f72,ee4a4b5842e03fbaff366b9459e08b95,delivered,2018-07-24 12:45:26,2018-07-24 13:24:34,2018-07-25 07:24:00,2018-07-30 16:56:35,2018-08-08,1,a526c4bc0a48c0e4345f97af496d87cd,7b07b3c7487f0ea825fc6df75abd658b,2018-07-26 13:24:34,144.9,16.11,esporte_lazer,56.0,1125.0,1.0,200.0,23.0,11.0,15.0,sports_leisure
25ebb07a1069a75d3cb9baf0a94f22d0,d76dc2ed3d9f58905f39deea067fd40f,delivered,2018-07-22 06:24:50,2018-07-23 11:32:12,2018-07-25 06:36:00,2018-07-30 18:05:46,2018-08-14,1,feeed1b9f26cce6eb3cb81af65eddd9e,381c83fdca332ea6afd896da20bf6e4a,2018-07-26 09:19:18,182.0,19.42,relogios_presentes,42.0,139.0,1.0,700.0,18.0,12.0,16.0,watches_gifts
c2d07d9078b700b9198a126183867c16,20c5718e5f50e1e3800046039376e216,delivered,2018-08-14 17:48:09,2018-08-14 18:23:55,2018-08-16 09:02:00,2018-08-21 14:06:44,2018-08-30,1,48b68cf8eebb10e4dbf1b1ba6cf00107,0951a6e282947e09cd47969f4ed0b47f,2018-08-17 18:23:55,18.0,12.79,beleza_saude,31.0,2737.0,1.0,150.0,16.0,5.0,11.0,health_beauty
6cd474b81add3c3d62536cab3e34aa23,796e0c6b3690401bd5592b7ce89be9f2,delivered,2018-08-06 09:12:33,2018-08-06 09:44:23,2018-08-13 15:33:00,2018-08-14 18:11:36,2018-08-22,1,f4d2144023a238288d36db2840a37ea0,612170e34b97004b3ba37eae81836b4c,2018-08-15 09:24:32,170.0,10.32,informatica_acessorios,46.0,2626.0,4.0,486.0,27.0,17.0,28.0,computers_accessories
1b9ecfe83cdc259250e1a8aca174f0ad,6d6b50b66d79f80827b6d96751528d30,canceled,2018-08-04 14:29:27,2018-08-07 04:10:26,2018-02-27 04:31:10,2018-02-27 04:31:10,2018-08-14,1,ad673c1cd02b966e931f9db4fdc34791,9646c3513289980f17226a2fc4720dbd,2018-08-14 04:10:26,25.0,8.34,informatica_acessorios,39.0,1321.0,3.0,350.0,22.0,11.0,17.0,computers_accessories
dcbd516c0f39081a5e542ef76bbc3fe4,75932cfd72b87bd6079cf17786726807,delivered,2018-08-12 12:04:03,2018-08-12 12:24:22,2018-08-14 15:54:00,2018-08-22 17:09:01,2018-08-30,1,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,2018-08-14 12:24:22,49.9,41.33,ferramentas_jardim,58.0,340.0,2.0,1500.0,30.0,22.0,30.0,garden_tools
8bbbef97d763f4dcf2e12cc5b5e0cee6,61ce7eba15a872699599957e5d18f0e8,delivered,2018-07-28 20:07:49,2018-07-30 18:31:17,2018-07-31 14:51:00,2018-08-07 14:17:49,2018-08-16,1,e671b914e8cc916b75cecb4034143e31,acce39e832338debb07b02385cde5967,2018-08-03 16:15:22,106.9,47.8,malas_acessorios,36.0,560.0,4.0,1350.0,32.0,52.0,19.0,luggage_accessories
56a4ac10a4a8f2ba7693523bb439eede,78438ba6ace7d2cb023dbbc81b083562,delivered,2018-07-22 13:04:47,2018-07-27 23:31:09,2018-07-24 14:03:00,2018-07-28 00:05:39,2018-08-06,1,ab1f9387c0627dd24000bfbc54fdeee0,8b321bb669392f5163d04c59e235e066,2018-07-26 04:10:15,19.9,12.8,eletronicos,45.0,456.0,1.0,175.0,22.0,11.0,16.0,electronics
711f6009f8bf028b3fa426696b581432,5613454932b2c4229250680708f8c0b8,delivered,2018-08-01 16:54:38,2018-08-01 17:24:06,2018-08-06 08:27:00,2018-08-10 16:57:43,2018-08-23,1,c7fd13b5e515bffdab855d0812842edb,1025f0e2d44d7041d6cf58b6550e0bfa,2018-08-07 17:24:06,40.0,23.08,moveis_decoracao,46.0,490.0,2.0,1350.0,30.0,20.0,20.0,furniture_decor
cf18c0b77059499a99818871229ab994,d21eee9c29efbbd504b464caab82b5f1,delivered,2018-08-21 10:19:27,2018-08-21 10:51:49,2018-08-22 13:30:00,2018-08-28 15:58:50,2018-09-18,1,79b45f6fe16c752af64c050de4566693,ae45df84722b1d15c5f32b23a095746c,2018-08-23 10:51:19,132.0,17.85,beleza_saude,32.0,1033.0,1.0,150.0,16.0,2.0,11.0,health_beauty
3b881091c6fc2687191b01c705287c13,f31eb05ebdef1ede72cebeba759e7c92,delivered,2018-08-06 22:25:10,2018-08-06 22:45:09,2018-08-08 15:01:00,2018-08-15 20:38:36,2018-08-27,1,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-12 22:45:09,170.0,19.34,telefonia,58.0,1500.0,4.0,700.0,32.0,15.0,21.0,telephony
567653c46861b54519b6f4cdee500f0a,5471b1f70a167766bc7eb4ed0f4d1b8d,delivered,2018-08-01 17:57:54,2018-08-01 18:31:26,2018-08-06 15:02:00,2018-08-10 20:34:56,2018-08-24,1,87d6047f661dc87643c40612a6eff3b3,4a1f694197d05fe70026b016a7316b41,2018-08-06 18:10:20,42.99,27.07,moveis_decoracao,52.0,200.0,2.0,1150.0,25.0,23.0,25.0,furniture_decor
dc05a07c0cc70e26e10e274313034ad3,d9abf57c9a7f1cd9865625d2cba96053,delivered,2018-08-01 16:37:54,2018-08-01 16:50:14,2018-08-03 12:01:00,2018-08-11 15:54:34,2018-08-20,1,5145cef9f9e1293cf8cba2c924eb94e9,17a053fcb14bd219540cbde0df490be0,2018-08-07 16:50:14,299.9,129.74,moveis_escritorio,46.0,2250.0,1.0,11600.0,58.0,20.0,58.0,office_furniture
267e5fff0e80197e6553c5596ed81dbd,e8f72a39e55da80935caccd9abb4d831,delivered,2018-07-20 11:46:49,2018-07-20 12:03:54,2018-07-23 08:58:00,2018-07-26 00:26:49,2018-07-30,1,634256dbcd184b3757ffd7632c9fe52a,42b729f859728f5079499127a9c2ef37,2018-07-24 12:03:54,27.9,7.46,beleza_saude,49.0,295.0,1.0,150.0,16.0,5.0,17.0,health_beauty
4df92d82d79c3b52c7138679fa9b07fc,ba0660bf3fffe505ee892e153a2fbd49,delivered,2018-07-24 11:32:11,2018-07-29 23:30:52,2018-07-26 14:46:00,2018-07-27 18:55:57,2018-08-06,1,de533fe5b9448ea9792195806938dbf5,1025f0e2d44d7041d6cf58b6550e0bfa,2018-07-31 12:55:27,196.8,12.4,moveis_decoracao,51.0,676.0,1.0,1650.0,35.0,23.0,35.0,furniture_decor
a0411a1811cf1c3c1312372cb0495c6f,d156b6d121b154d0eae17d8993d4dd40,delivered,2018-08-21 20:36:22,2018-08-21 20:50:15,2018-08-23 11:39:00,2018-08-27 23:05:55,2018-08-31,1,addc4d1f7d82e1b6c5ba37d6559ac127,7202e2ba20579a9bd1acb29e61fe71f6,2018-08-23 20:50:15,179.9,13.92,automotivo,59.0,732.0,3.0,300.0,16.0,21.0,13.0,auto
ad7ddb009f1bcd6c40cb1106471c292c,26495cdb066f046945177209f10b67fb,delivered,2018-07-18 16:16:28,2018-07-18 16:30:32,2018-07-19 13:34:00,2018-07-24 15:08:39,2018-08-06,1,06c950c36d589b39b34f5dc1d4a75e29,edb1ef5e36e0c8cd84eb3c9b003e486d,2018-07-20 16:30:22,480.65,21.47,beleza_saude,53.0,885.0,4.0,667.0,30.0,14.0,16.0,health_beauty
